name,type,color,sweetness,crunchiness,juiciness,acidity,fiber_g,sugar_g,seeds,has_peel,typical_weight_g,is_tropical
onion,vegetable,white,2.7,6.4,4.8,4.3,1.43,4.77,many,True,184,False
blueberry,fruit,blue,6.0,2.7,6.7,2.7,2.37,9.65,few,False,1,False
watermelon,fruit,orange,8.2,0.9,8.7,3.3,0.97,6.01,many,True,8717,False
strawberry,fruit,red,7.0,2.3,7.2,3.3,1.65,8.11,many,False,17,False
blueberry,fruit,blue,4.4,2.0,5.9,3.4,2.11,11.75,none,False,1,False
pear,fruit,green,7.0,3.6,5.6,2.6,5.47,15.07,few,True,144,False
carrot,vegetable,orange,4.8,8.4,4.1,2.8,3.26,4.23,none,False,73,False
onion,vegetable,white,2.9,6.3,4.7,3.9,2.22,4.57,many,True,182,False
bell_pepper,vegetable,green,4.5,5.2,6.3,2.7,1.6,3.6,none,True,133,False
watermelon,fruit,green,6.8,1.4,8.4,2.8,0.68,4.97,many,True,9922,False
spinach,vegetable,green,0.6,0.7,8.6,1.6,3.45,0.11,none,False,39,False
orange,fruit,orange,6.3,2.8,8.1,4.7,2.78,10.75,many,True,124,True
potato,vegetable,brown,2.3,6.3,1.4,0.9,1.47,0.94,none,True,199,False
tomato,vegetable,red,3.6,2.7,7.8,4.6,1.37,3.57,many,False,116,False
mango,fruit,orange,7.4,0.5,8.3,4.6,1.79,12.54,many,True,197,True
grape,fruit,blue,7.9,1.9,5.4,3.6,1.3,3.36,many,False,4,False
orange,fruit,purple,8.1,3.3,8.9,5.3,3.46,10.41,many,True,114,True
bell_pepper,vegetable,green,3.7,5.0,3.8,3.3,2.12,2.63,few,True,126,False
pear,fruit,purple,7.2,6.2,5.4,4.4,6.35,19.57,none,True,152,False
strawberry,fruit,red,6.6,3.6,6.9,3.9,1.98,6.99,many,False,22,False
spinach,vegetable,green,0.9,3.6,7.3,2.5,2.43,0.46,none,False,22,False
cucumber,vegetable,green,2.5,5.9,7.1,2.4,0.55,2.49,many,True,395,False
pear,fruit,green,5.2,6.1,5.8,4.1,5.82,16.06,none,True,147,False
spinach,vegetable,green,1.0,0.4,6.4,1.8,2.43,0.0,none,False,33,False
watermelon,fruit,orange,5.9,0.2,9.0,2.3,0.95,6.44,many,True,10863,False
orange,fruit,red,7.0,3.0,8.8,4.7,3.19,14.69,many,True,121,True
mango,fruit,orange,7.4,2.4,7.9,4.2,3.34,15.97,few,True,214,True
pineapple,fruit,brown,6.0,1.7,10,6.2,1.91,10.98,many,True,778,True
strawberry,fruit,red,5.8,3.8,5.1,3.6,2.37,8.42,many,False,19,False
mango,fruit,orange,8.7,3.1,7.6,4.0,2.52,10.59,few,True,137,True
strawberry,fruit,orange,6.9,2.1,7.1,5.0,2.1,6.06,many,False,20,False
banana,fruit,yellow,6.7,1.9,6.5,3.1,3.64,14.05,none,True,130,True
onion,vegetable,white,2.6,7.3,3.8,4.5,1.26,3.57,many,True,128,False
mango,fruit,orange,7.1,2.7,8.8,4.4,3.25,15.59,few,True,201,True
onion,vegetable,white,2.6,5.4,4.1,6.0,2.29,4.21,many,True,152,False
banana,fruit,yellow,8.4,2.4,5.0,3.0,2.56,12.55,none,True,117,True
cucumber,vegetable,yellow,3.1,5.6,8.6,2.2,0.7,2.74,few,True,303,False
grape,fruit,purple,6.9,0.8,6.7,4.0,1.26,2.79,few,False,4,False
pineapple,fruit,brown,4.8,0,9.8,5.9,2.63,11.76,few,True,792,True
blueberry,fruit,blue,6.9,1.8,6.2,2.6,2.64,10.35,few,False,1,False
orange,fruit,orange,5.7,3.4,9.0,4.3,4.44,13.67,many,True,136,True
grape,fruit,purple,8.1,2.8,8.1,3.0,1.27,1.83,few,False,3,False
spinach,vegetable,green,0.9,1.0,7.8,2.1,1.76,0.57,none,False,31,False
pear,fruit,green,6.2,4.0,3.7,3.7,5.31,16.08,none,True,180,False
tomato,vegetable,red,5.7,2.0,6.6,2.5,1.13,4.39,many,False,95,False
potato,vegetable,brown,1.7,5.4,1.2,0.6,2.54,0.92,none,True,237,False
onion,vegetable,orange,2.1,5.7,1.8,3.7,1.88,4.76,many,True,149,False
orange,fruit,blue,5.6,2.2,8.3,4.9,3.06,11.6,many,True,135,True
potato,vegetable,brown,1.2,7.6,2.2,0.2,1.86,0.93,none,True,211,False
cucumber,vegetable,green,4.4,7.8,8.2,1.4,0.33,2.07,few,True,249,False
watermelon,fruit,green,6.5,1.2,8.7,3.2,0.81,5.04,many,True,9075,False
mango,fruit,orange,9.3,2.4,8.3,4.7,2.35,12.83,few,True,195,True
tomato,vegetable,red,3.6,2.6,7.7,3.9,1.53,3.84,none,False,130,False
potato,vegetable,brown,2.2,7.3,2.8,0.5,2.43,1.02,none,True,220,False
pear,fruit,green,7.9,4.9,5.4,3.9,5.74,17.71,few,True,176,False
onion,vegetable,white,3.1,6.7,4.4,5.1,1.63,5.58,many,True,187,False
onion,vegetable,white,2.1,6.2,4.2,4.7,2.02,3.68,many,True,153,False
bell_pepper,vegetable,green,4.1,4.9,7.1,2.0,1.43,3.37,many,True,125,False
cucumber,vegetable,green,3.0,7.9,8.3,1.1,0.35,2.31,few,True,292,False
pear,fruit,green,6.4,4.7,5.5,3.4,5.51,16.7,few,True,124,False
pineapple,fruit,brown,4.1,1.5,8.6,6.5,1.15,9.13,many,True,910,True
orange,fruit,orange,7.0,2.8,7.8,4.3,2.8,14.23,many,True,134,True
mango,fruit,orange,8.7,2.5,7.2,4.0,3.37,14.86,few,True,178,True
potato,vegetable,brown,1.4,6.2,1.9,1.4,2.21,1.2,none,True,216,False
potato,vegetable,brown,1.2,5.9,2.1,0.9,2.63,0.72,none,True,179,False
strawberry,fruit,red,8.5,2.9,7.8,4.1,2.49,7.34,many,False,20,False
bell_pepper,vegetable,green,3.9,5.6,6.7,3.3,1.51,2.64,none,True,126,False
watermelon,fruit,green,7.5,1.1,8.9,2.6,0.59,6.69,many,True,7254,False
spinach,vegetable,green,0.4,2.4,6.4,2.0,1.58,0.19,none,False,30,False
watermelon,fruit,green,6.7,1.9,9.6,1.8,0.44,4.92,many,True,9338,False
onion,vegetable,yellow,2.6,5.5,6.0,6.5,2.18,5.58,many,True,120,False
apple,fruit,red,5.5,6.1,6.3,3.7,3.98,20.92,few,True,213,False
watermelon,fruit,green,7.8,0.8,8.4,3.5,0.55,7.69,few,True,9738,False
mango,fruit,orange,8.3,1.9,9.7,4.2,2.5,14.18,few,True,233,True
blueberry,fruit,blue,5.3,2.6,4.3,3.7,2.74,10.0,few,False,1,False
banana,fruit,red,6.2,2.2,5.5,3.2,2.31,13.98,none,True,127,True
pear,fruit,green,6.5,4.0,7.9,2.7,5.48,19.05,few,True,213,False
pineapple,fruit,brown,5.6,0.6,8.7,5.9,2.51,8.65,many,True,964,True
pear,fruit,white,8.1,5.6,7.1,3.8,5.38,15.41,few,True,153,False
mango,fruit,orange,7.0,1.2,8.2,4.5,2.05,14.52,none,True,233,True
grape,fruit,purple,5.8,2.6,7.5,4.3,1.31,4.55,few,False,5,False
pineapple,fruit,brown,6.1,1.4,9.1,6.2,2.43,8.35,many,True,988,True
bell_pepper,vegetable,green,4.2,4.2,5.1,2.5,1.81,2.74,many,True,144,False
blueberry,fruit,blue,5.0,2.5,6.8,2.6,2.56,11.46,few,False,1,False
carrot,vegetable,orange,4.7,9.0,3.3,2.6,2.95,4.08,none,False,61,False
pear,fruit,green,5.8,5.7,7.0,5.2,5.71,15.78,few,True,157,False
orange,fruit,orange,6.7,2.8,8.0,6.1,2.98,14.82,many,True,145,True
mango,fruit,orange,8.2,3.0,8.1,4.4,2.06,12.68,few,True,208,True
onion,vegetable,green,3.1,7.4,4.0,4.0,1.01,3.76,many,True,139,False
pineapple,fruit,brown,5.5,0.1,8.4,6.1,2.45,8.26,none,True,1053,True
bell_pepper,vegetable,orange,3.0,4.9,5.8,3.5,1.23,2.57,many,True,85,False
grape,fruit,purple,7.4,1.9,6.3,5.1,1.43,2.31,few,False,4,False
tomato,vegetable,red,5.3,2.0,8.5,4.7,1.14,4.58,many,False,130,False
banana,fruit,yellow,6.8,0.1,6.9,2.8,4.09,13.23,none,True,118,True
pear,fruit,green,5.0,4.7,6.6,3.2,5.08,15.13,few,True,171,False
blueberry,fruit,blue,5.4,2.4,7.3,3.9,2.4,11.87,few,False,1,False
carrot,vegetable,orange,5.0,8.7,2.4,2.8,1.52,6.01,none,False,54,False
banana,fruit,yellow,6.6,1.9,5.0,2.0,3.13,12.13,none,True,139,True
pear,fruit,red,7.5,4.6,5.8,5.1,5.8,17.38,few,True,168,False
banana,fruit,yellow,7.2,1.8,7.2,2.5,3.86,11.7,none,True,110,True
spinach,vegetable,green,0.4,1.8,7.2,1.4,1.94,0.32,none,False,27,False
pear,fruit,green,5.2,4.3,4.9,5.2,4.81,15.96,few,True,176,False
mango,fruit,orange,8.0,0.6,9.3,4.4,2.98,13.91,few,True,175,True
carrot,vegetable,orange,5.8,7.9,2.8,3.5,2.74,4.78,none,False,64,False
potato,vegetable,brown,1.1,6.2,2.3,1.1,2.26,1.01,none,True,266,False
grape,fruit,yellow,7.8,2.1,7.2,4.3,1.62,5.4,few,False,5,False
strawberry,fruit,red,6.5,4.1,7.6,3.7,1.51,7.9,many,False,19,False
spinach,vegetable,green,0.8,2.2,6.3,1.5,2.37,0.47,none,False,29,False
pear,fruit,green,6.9,3.2,6.4,2.2,6.35,18.34,few,True,170,False
carrot,vegetable,orange,5.4,7.2,3.4,3.6,3.33,6.48,none,False,48,False
tomato,vegetable,purple,5.8,2.1,8.6,4.8,1.58,3.32,many,False,129,False
strawberry,fruit,red,7.2,3.8,6.5,3.9,1.49,6.04,many,False,16,False
potato,vegetable,brown,2.7,6.2,0.8,0.9,2.69,0.88,few,True,214,False
potato,vegetable,brown,2.1,5.5,1.7,0.5,2.63,1.33,none,True,224,False
grape,fruit,purple,7.8,2.3,7.1,3.7,1.32,4.97,few,False,4,False
spinach,vegetable,green,1.1,1.5,7.2,2.4,2.87,0.3,none,False,30,False
mango,fruit,orange,7.8,1.7,8.3,3.8,2.44,8.64,few,True,194,True
banana,fruit,yellow,6.0,1.4,5.2,3.2,2.76,13.84,none,True,115,True
pineapple,fruit,brown,5.0,1.4,8.5,4.8,2.34,10.03,many,True,945,True
grape,fruit,purple,7.3,1.7,7.4,3.9,1.52,2.38,few,False,5,False
pineapple,fruit,brown,7.4,0.7,9.1,5.4,1.89,9.44,many,True,809,True
grape,fruit,purple,7.4,2.1,7.1,3.8,1.37,5.1,few,False,4,False
mango,fruit,white,7.6,2.2,7.1,4.3,3.03,16.47,few,True,171,True
potato,vegetable,orange,0.8,6.2,1.4,1.0,2.21,1.57,none,True,197,False
carrot,vegetable,orange,6.3,8.9,3.0,2.7,2.59,4.68,none,False,64,False
tomato,vegetable,red,5.3,2.3,7.5,3.7,1.39,4.55,few,False,107,False
potato,vegetable,brown,2.4,4.7,2.5,0.8,1.25,0.44,none,True,203,False
strawberry,fruit,red,6.6,3.2,8.2,4.2,1.77,8.17,many,False,12,False
tomato,vegetable,red,6.1,2.9,8.5,4.2,1.32,3.47,many,False,114,False
banana,fruit,yellow,7.5,3.0,6.1,3.2,3.44,13.49,none,True,106,True
grape,fruit,yellow,7.5,1.6,8.1,4.5,1.87,6.66,few,False,4,False
apple,fruit,red,6.4,5.3,7.3,4.6,4.24,18.72,few,True,212,False
spinach,vegetable,green,1.0,1.4,6.9,1.8,2.52,0.35,none,False,30,False
bell_pepper,vegetable,green,4.1,4.1,5.5,2.3,1.53,3.03,many,True,109,False
strawberry,fruit,red,6.7,2.0,7.4,3.8,1.73,3.84,many,False,13,False
spinach,vegetable,green,0.9,1.7,8.3,2.5,1.78,0.5,none,False,20,False
banana,fruit,yellow,7.0,1.6,7.5,3.2,2.77,12.55,none,True,119,True
onion,vegetable,white,2.5,7.7,3.2,5.1,1.61,4.65,many,True,182,False
watermelon,fruit,green,8.4,0.9,9.7,3.0,0.84,5.01,many,True,8331,False
cucumber,vegetable,green,2.6,5.6,8.3,2.8,0.54,2.48,few,True,215,False
pear,fruit,green,6.1,6.9,6.5,4.1,6.86,16.26,few,True,229,False
onion,vegetable,white,2.9,5.6,4.3,6.2,1.99,4.25,many,True,164,False
strawberry,fruit,red,7.8,3.7,7.0,4.5,1.94,6.33,many,False,17,False
cucumber,vegetable,green,3.7,5.6,8.8,2.2,0.68,1.93,few,True,362,False
tomato,vegetable,red,4.2,1.9,7.5,3.5,1.25,3.63,many,False,123,False
spinach,vegetable,green,1.3,2.6,6.1,2.3,1.57,0.42,none,False,21,False
strawberry,fruit,red,6.7,3.6,5.6,3.7,1.64,7.41,many,False,17,False
grape,fruit,white,7.9,2.5,6.8,4.2,1.26,4.29,few,False,3,False
tomato,vegetable,red,5.2,2.5,8.1,5.2,1.24,5.64,many,False,127,False
bell_pepper,vegetable,green,3.7,6.1,5.2,3.0,2.25,3.35,many,True,120,False
strawberry,fruit,red,7.1,2.8,6.9,3.9,1.98,6.67,none,False,19,False
grape,fruit,purple,7.8,2.8,7.0,3.2,1.75,4.8,few,False,4,False
blueberry,fruit,blue,5.1,1.6,5.8,2.8,3.02,10.94,many,False,1,False
orange,fruit,orange,6.5,3.0,8.3,4.7,3.39,12.66,many,True,129,True
carrot,vegetable,orange,3.9,7.6,1.8,2.6,2.7,4.49,none,False,69,False
potato,vegetable,brown,2.4,4.1,1.9,0.7,2.43,0.73,none,True,209,False
watermelon,fruit,green,7.9,0.6,10,2.4,0.57,5.68,many,True,9768,False
cucumber,vegetable,green,2.2,5.5,8.5,1.4,0.69,2.1,few,True,326,False
mango,fruit,orange,9.9,2.7,7.9,4.4,2.5,13.36,many,True,222,True
banana,fruit,yellow,7.8,2.8,7.8,3.6,2.61,12.79,none,True,104,True
banana,fruit,yellow,8.5,2.1,5.3,2.2,3.2,13.62,none,True,118,True
cucumber,vegetable,green,4.1,7.6,8.5,2.0,0.34,1.85,few,True,223,False
mango,fruit,orange,8.5,2.9,7.2,3.9,3.14,13.38,few,True,171,True
blueberry,fruit,brown,5.9,2.3,8.0,3.7,3.36,5.95,few,False,1,False
mango,fruit,orange,8.1,1.7,7.8,4.5,2.56,14.19,few,True,196,True
blueberry,fruit,blue,5.7,2.9,6.3,2.5,1.97,8.51,few,False,1,False
pineapple,fruit,brown,5.7,1.9,7.6,5.6,2.51,8.44,many,True,961,True
grape,fruit,purple,7.4,1.4,7.1,3.7,1.95,4.24,few,False,5,False
watermelon,fruit,green,7.2,1.0,10,3.1,0.76,6.91,many,True,9561,False
orange,fruit,orange,5.9,2.3,7.7,5.7,2.93,10.83,few,True,144,True
potato,vegetable,brown,2.7,6.3,2.5,1.7,2.5,1.44,none,True,211,False
banana,fruit,yellow,7.3,1.7,5.5,3.6,2.67,16.35,none,True,106,True
spinach,vegetable,green,0.8,1.6,7.0,2.1,2.81,0.17,many,False,29,False
pineapple,fruit,brown,8.3,1.8,9.7,3.4,2.41,6.8,many,True,822,True
grape,fruit,purple,7.1,2.0,7.0,3.9,1.15,4.02,few,False,4,False
potato,vegetable,brown,2.3,6.1,2.7,1.8,2.43,0.89,none,True,218,False
mango,fruit,purple,7.0,1.2,8.3,4.6,2.75,14.45,few,True,218,True
pineapple,fruit,brown,5.1,0.8,10,6.6,1.84,6.25,many,True,945,True
blueberry,fruit,blue,5.0,2.0,5.6,2.8,2.04,7.68,few,False,1,False
tomato,vegetable,red,4.9,1.6,7.8,4.6,1.6,5.07,many,False,120,False
watermelon,fruit,green,6.7,1.4,8.4,2.8,0.86,5.06,many,True,9525,False
pineapple,fruit,blue,4.2,0.8,9.7,4.6,3.25,7.55,many,True,866,True
pineapple,fruit,brown,7.4,0.3,8.3,5.3,2.96,13.61,many,True,931,True
banana,fruit,yellow,6.8,2.0,6.2,2.9,2.63,14.95,none,True,115,True
watermelon,fruit,green,6.7,0.8,8.0,2.9,0.65,7.56,many,True,7554,False
potato,vegetable,brown,2.1,6.3,1.7,1.7,1.81,0.95,none,True,242,False
potato,vegetable,brown,1.8,6.0,2.2,0.7,2.02,1.06,none,True,218,False
banana,fruit,yellow,6.6,2.2,5.0,3.6,2.04,14.48,none,True,113,True
pear,fruit,green,5.7,5.1,6.7,4.6,7.16,16.6,few,True,142,False
pineapple,fruit,red,5.9,1.3,9.5,6.4,1.68,10.27,many,True,793,True
strawberry,fruit,red,5.1,4.0,6.8,4.1,2.12,8.1,few,False,18,False
tomato,vegetable,red,6.0,0.4,8.5,4.0,2.13,3.26,many,False,142,False
onion,vegetable,white,1.1,7.7,3.4,5.4,1.75,3.87,many,True,153,False
mango,fruit,orange,7.9,2.2,8.6,3.6,2.02,14.39,few,True,177,True
watermelon,fruit,orange,8.1,1.2,10,3.1,0.51,8.73,many,True,7472,False
orange,fruit,orange,4.9,2.4,7.5,4.0,2.03,7.7,many,True,120,True
orange,fruit,orange,4.8,3.7,8.7,4.8,3.39,12.08,many,True,115,True
carrot,vegetable,orange,5.6,8.2,3.0,3.8,2.69,4.27,none,False,61,False
grape,fruit,purple,6.1,1.5,7.3,5.0,1.71,3.66,few,False,4,False
pineapple,fruit,brown,5.6,1.6,8.8,6.0,2.69,10.02,many,True,950,True
mango,fruit,orange,6.7,2.2,8.1,5.0,2.3,17.27,few,True,190,True
spinach,vegetable,green,0.9,2.8,7.4,1.5,2.95,0.23,none,False,25,False
blueberry,fruit,blue,6.9,2.1,7.1,3.7,2.36,9.77,few,False,1,False
pineapple,fruit,red,4.4,0.9,9.4,5.9,2.3,9.81,many,True,1064,True
watermelon,fruit,green,6.9,1.4,9.3,2.4,0.86,3.21,many,True,8674,False
blueberry,fruit,blue,6.6,1.4,6.1,3.9,2.34,12.67,few,False,1,False
watermelon,fruit,green,6.8,1.4,8.0,2.4,0.71,5.99,many,True,8037,False
pear,fruit,green,5.8,2.9,6.8,6.0,4.61,15.1,few,True,179,False
onion,vegetable,white,2.6,3.6,3.9,5.7,2.01,4.61,many,True,158,False
bell_pepper,vegetable,green,3.3,6.1,6.0,2.8,2.4,3.07,many,True,107,False
grape,fruit,purple,8.0,2.1,8.4,3.2,1.6,3.71,few,False,4,False
banana,fruit,yellow,6.9,2.3,4.4,2.8,3.39,11.79,none,True,128,True
mango,fruit,orange,7.2,2.3,7.8,2.9,2.19,16.09,few,True,240,True
orange,fruit,orange,6.3,3.3,9.2,4.6,2.86,12.57,few,True,110,True
orange,fruit,orange,6.6,3.9,7.5,4.8,2.19,12.45,many,True,106,True
watermelon,fruit,purple,6.1,0.5,8.4,3.0,0.78,2.34,many,True,8432,False
tomato,vegetable,red,4.9,1.7,7.8,4.7,1.86,4.59,many,False,149,False
cucumber,vegetable,green,3.3,6.3,7.9,1.7,0.5,1.79,none,True,370,False
pear,fruit,green,6.1,3.2,7.0,3.4,4.77,17.89,few,True,192,False
banana,fruit,yellow,6.7,2.1,7.2,2.7,3.06,12.67,none,True,97,True
apple,fruit,red,3.9,6.2,4.8,3.9,3.46,22.27,few,True,166,False
banana,fruit,yellow,7.1,2.7,5.3,3.5,1.6,14.87,none,True,127,True
grape,fruit,purple,8.1,2.0,7.0,4.5,1.09,4.65,few,False,5,False
apple,fruit,red,4.8,5.6,4.0,4.2,4.35,21.87,few,True,185,False
spinach,vegetable,green,0.2,2.8,6.9,2.2,2.12,0.41,none,False,28,False
potato,vegetable,brown,1.4,6.3,1.1,1.2,2.73,0.76,none,True,203,False
onion,vegetable,white,2.4,7.5,5.0,3.9,1.67,4.22,many,True,127,False
blueberry,fruit,blue,7.0,1.5,5.8,2.9,2.38,11.81,few,False,1,False
strawberry,fruit,red,5.9,3.1,7.6,3.4,2.36,6.8,many,False,18,False
tomato,vegetable,purple,4.9,1.8,6.9,4.1,1.73,3.02,many,False,89,False
banana,fruit,yellow,9.3,3.6,5.4,3.0,2.73,13.38,none,True,101,True
mango,fruit,orange,8.5,1.6,7.2,4.4,3.19,13.97,few,True,186,True
banana,fruit,yellow,6.9,1.8,5.1,3.4,3.42,14.06,none,True,122,True
carrot,vegetable,orange,4.8,7.8,1.7,3.6,2.32,3.85,none,False,56,False
pear,fruit,green,7.7,4.9,6.0,2.6,6.02,18.54,few,True,193,False
watermelon,fruit,green,6.3,1.6,8.9,3.0,0.44,4.97,many,True,8931,False
banana,fruit,yellow,7.2,1.8,7.2,3.0,3.5,14.3,none,True,103,True
carrot,vegetable,orange,6.2,8.0,3.2,3.9,1.75,4.13,none,False,53,False
pear,fruit,green,5.4,5.3,5.7,4.6,6.4,16.02,few,True,185,False
watermelon,fruit,green,7.7,0.7,8.8,3.3,0.3,5.55,many,True,9105,False
bell_pepper,vegetable,green,3.8,5.2,6.2,4.7,2.28,3.19,many,True,111,False
banana,fruit,yellow,6.9,2.4,5.8,2.6,2.97,14.14,none,True,108,True
blueberry,fruit,blue,5.4,2.5,5.9,3.2,2.53,10.12,few,False,1,False
tomato,vegetable,red,5.3,2.9,7.1,4.0,1.56,5.5,many,False,125,False
pineapple,fruit,brown,3.5,0.2,8.5,6.6,1.48,8.4,many,True,930,True
strawberry,fruit,red,6.8,4.0,6.4,3.9,2.06,7.42,none,False,15,False
orange,fruit,orange,6.0,3.7,9.3,5.2,3.19,12.27,many,True,138,True
banana,fruit,yellow,5.8,1.7,6.8,2.4,3.13,12.89,none,True,125,True
cucumber,vegetable,green,3.1,6.8,9.1,1.2,0.29,1.62,few,True,277,False
apple,fruit,red,6.4,5.1,6.1,2.5,5.68,17.23,few,True,176,False
spinach,vegetable,yellow,0.2,2.1,7.4,2.3,2.43,0.46,none,False,26,False
bell_pepper,vegetable,purple,4.4,4.9,5.6,3.1,1.77,1.79,many,True,141,False
banana,fruit,yellow,6.8,1.7,6.8,2.9,3.13,12.69,none,True,118,True
blueberry,fruit,blue,6.3,1.9,5.3,2.8,2.21,5.52,few,False,1,False
blueberry,fruit,blue,7.1,2.8,5.6,3.9,1.62,9.08,few,False,1,False
onion,vegetable,white,3.9,6.4,3.5,5.3,1.31,5.56,many,True,158,False
banana,fruit,yellow,7.2,1.8,5.7,2.3,2.59,14.93,none,True,124,True
blueberry,fruit,blue,4.3,1.9,6.3,3.9,2.71,10.85,many,False,1,False
apple,fruit,red,6.2,6.0,5.3,4.2,4.5,22.44,few,True,142,False
carrot,vegetable,orange,6.1,8.7,3.4,3.7,3.06,3.39,none,False,58,False
pineapple,fruit,brown,6.7,0.5,8.4,6.6,2.98,9.5,many,True,974,True
onion,vegetable,white,2.2,4.6,5.0,4.4,1.59,5.77,many,True,150,False
potato,vegetable,brown,2.3,6.6,2.7,1.0,2.43,0.98,none,True,246,False
orange,fruit,orange,5.7,2.5,7.8,4.8,3.48,12.24,many,True,128,True
bell_pepper,vegetable,green,4.6,4.8,6.0,3.4,1.58,2.75,many,True,99,False
blueberry,fruit,blue,7.2,2.3,6.3,3.2,2.52,11.36,few,False,1,False
spinach,vegetable,green,1.5,2.0,8.2,2.3,2.59,0.26,none,False,22,False
tomato,vegetable,red,3.6,1.9,8.3,3.3,1.91,3.26,many,False,118,False
strawberry,fruit,red,6.4,3.2,6.2,3.6,2.4,6.71,many,False,15,False
carrot,vegetable,orange,4.1,8.8,2.8,3.1,1.98,5.19,none,False,67,False
banana,fruit,yellow,7.6,1.2,6.9,2.9,3.11,14.74,none,True,120,True
watermelon,fruit,green,7.2,1.0,9.1,2.5,0.6,4.69,none,True,10082,False
strawberry,fruit,red,8.1,2.5,6.0,4.9,2.08,5.98,many,False,19,False
pineapple,fruit,brown,5.9,1.2,8.9,5.9,2.41,6.96,many,True,936,True
pineapple,fruit,brown,6.4,1.0,10,5.7,2.74,11.08,many,True,817,True
cucumber,vegetable,green,4.1,7.4,8.1,2.8,0.59,2.53,none,True,344,False
apple,fruit,red,5.5,7.1,7.7,3.7,3.98,19.02,few,True,220,False
tomato,vegetable,red,5.8,2.4,7.8,4.8,1.4,4.14,many,False,136,False
pear,fruit,green,6.5,5.1,7.3,4.6,6.0,18.14,few,True,204,False
apple,fruit,red,4.9,6.2,3.7,4.5,3.29,18.34,few,True,195,False
orange,fruit,orange,6.8,2.2,8.4,5.4,3.5,12.58,many,True,130,True
pear,fruit,green,5.9,5.0,5.9,3.8,5.7,16.6,few,True,193,False
apple,fruit,red,7.1,6.6,3.2,1.9,3.64,17.17,few,True,199,False
strawberry,fruit,red,6.9,3.4,8.2,4.7,2.33,7.31,many,False,20,False
banana,fruit,yellow,5.9,1.2,6.3,2.0,2.84,15.18,none,True,126,True
cucumber,vegetable,white,3.8,6.5,8.6,2.7,0.8,1.78,few,True,292,False
spinach,vegetable,green,1.6,2.1,5.8,1.1,2.48,0.34,few,False,33,False
carrot,vegetable,orange,6.5,7.0,3.7,2.0,2.93,3.81,none,False,64,False
pineapple,fruit,brown,5.1,1.0,8.0,5.1,2.26,7.81,none,True,872,True
strawberry,fruit,red,8.0,4.0,7.7,3.4,2.15,6.28,many,False,15,False
strawberry,fruit,red,6.3,3.4,5.8,3.7,1.94,6.32,many,False,19,False
bell_pepper,vegetable,purple,3.3,4.3,6.3,2.6,2.2,3.38,many,True,100,False
potato,vegetable,brown,2.6,6.4,2.0,0.8,2.51,1.2,none,True,246,False
strawberry,fruit,red,7.5,3.3,7.4,4.2,1.66,5.94,many,False,15,False
strawberry,fruit,red,8.4,3.2,6.5,4.7,2.27,4.86,many,False,17,False
strawberry,fruit,red,7.8,4.1,6.8,3.1,2.15,7.82,many,False,18,False
blueberry,fruit,blue,6.5,1.5,6.3,3.2,2.63,10.12,few,False,1,False
spinach,vegetable,green,0.5,1.5,7.5,2.6,3.15,0.52,none,False,38,False
potato,vegetable,brown,1.8,6.2,2.5,0.9,1.93,0.64,none,True,199,False
blueberry,fruit,blue,6.2,2.0,7.5,3.1,2.34,9.51,few,False,2,False
carrot,vegetable,red,5.5,7.6,2.3,2.3,2.73,3.69,none,False,70,False
potato,vegetable,brown,2.2,5.4,2.3,1.2,2.85,0.96,none,True,208,False
orange,fruit,orange,6.6,2.0,8.2,5.3,2.55,13.44,many,True,139,True
mango,fruit,orange,8.2,1.4,8.2,3.5,3.03,13.94,few,True,205,True
strawberry,fruit,red,7.5,3.6,7.8,3.5,2.13,6.5,many,False,20,False
grape,fruit,purple,5.9,1.6,6.6,2.1,1.34,3.68,few,False,5,False
bell_pepper,vegetable,green,3.7,4.6,5.9,3.6,1.69,3.32,many,True,102,False
apple,fruit,green,5.4,6.2,4.6,5.4,4.49,15.08,few,True,209,False
pineapple,fruit,brown,5.0,0.7,7.8,7.4,2.09,11.92,many,True,1065,True
pear,fruit,green,7.2,5.0,5.7,3.1,5.46,17.55,few,True,149,False
carrot,vegetable,orange,6.0,8.3,3.2,3.2,3.39,5.25,none,False,70,False
pineapple,fruit,brown,6.6,1.5,9.4,5.3,2.67,9.74,many,True,783,True
blueberry,fruit,blue,6.9,2.7,5.9,3.3,2.53,12.44,few,False,2,False
cucumber,vegetable,yellow,3.3,5.9,7.4,3.0,0.6,1.98,none,True,296,False
pineapple,fruit,red,6.0,0.1,9.4,5.7,2.56,9.26,many,True,1035,True
banana,fruit,yellow,6.3,2.4,7.9,2.5,3.91,12.62,many,True,99,True
grape,fruit,purple,7.8,1.8,6.7,4.2,1.29,3.0,few,False,6,False
apple,fruit,yellow,5.8,6.7,5.4,3.3,3.44,16.06,few,True,239,False
apple,fruit,red,5.9,7.3,3.8,3.4,4.07,19.05,few,True,210,False
grape,fruit,purple,6.3,2.9,7.2,4.7,1.5,2.74,few,False,6,False
cucumber,vegetable,green,2.9,4.9,8.3,2.4,0.36,0.96,none,True,349,False
tomato,vegetable,red,5.8,1.0,7.9,4.4,1.22,3.41,many,False,133,False
pineapple,fruit,brown,5.9,0,9.3,6.7,2.41,11.27,many,True,856,True
pineapple,fruit,orange,5.4,1.9,9.4,6.7,1.93,13.34,many,True,920,True
